state,Gender,Year,Count
NM,F,1970,8215
NM,F,1971,8398
NM,F,1972,7637
NM,F,1973,7450
NM,F,1974,7756
NM,F,1975,7661
NM,F,1976,7668
NM,F,1977,8054
NM,F,1978,8206
NM,F,1979,8671
NM,F,1980,9327
NM,F,1981,9321
NM,F,1982,9693
NM,F,1983,9454
NM,F,1984,9811
NM,F,1985,9598
NM,F,1986,9473
NM,F,1987,9511
NM,F,1988,9317
NM,F,1989,9156
NM,F,1990,9280
NM,F,1991,9376
NM,F,1992,9270
NM,F,1993,9256
NM,F,1994,8824
NM,F,1995,8550
NM,F,1996,8701
NM,F,1997,8273
NM,F,1998,8463
NM,F,1999,8108
NM,F,2000,8152
NM,F,2001,8020
NM,F,2002,8322
NM,F,2003,8114
NM,F,2004,8146
NM,F,2005,8322
NM,F,2006,8424
NM,F,2007,8517
NM,F,2008,8469
NM,F,2009,8000
NM,F,2010,7441
NM,F,2011,7305
NM,F,2012,7079
NM,F,2013,6741
NM,F,2014,6886
NM,F,2015,6539
NM,F,2016,6317
NM,F,2017,5792
NM,F,2018,5798
NM,F,2019,5487
NM,M,1961,13293
NM,M,1962,13276
NM,M,1963,12181
NM,M,1964,11735
NM,M,1965,10833
NM,M,1966,9702
NM,M,1967,9034
NM,M,1968,8800
NM,M,1969,9296
NM,M,1970,9582
NM,M,1971,9631
NM,M,1972,8848
NM,M,1973,8814
NM,M,1974,9090
NM,M,1975,8791
NM,M,1976,9415
NM,M,1977,9482
NM,M,1978,10115
NM,M,1979,10269
NM,M,1980,11300
NM,M,1981,11157
NM,M,1982,11591
NM,M,1983,11681
NM,M,1984,11387
NM,M,1985,11611
NM,M,1986,11359
NM,M,1987,11387
NM,M,1988,11426
NM,M,1989,11622
NM,M,1990,11410
NM,M,1991,11487
NM,M,1992,11599
NM,M,1993,11437
NM,M,1994,11138
NM,M,1995,10744
NM,M,1996,10794
NM,M,1997,10656
NM,M,1998,10788
NM,M,1999,10788
NM,M,2000,10639
NM,M,2001,10546
NM,M,2002,10611
NM,M,2003,10589
NM,M,2004,10872
NM,M,2005,10897
NM,M,2006,11359
NM,M,2007,11461
NM,M,2008,11164
NM,M,2009,10587
NM,M,2010,10014
NM,M,2011,9535
NM,M,2012,9679
NM,M,2013,9210
NM,M,2014,9070
NM,M,2015,8848
NM,M,2016,8366
NM,M,2017,8086
NM,M,2018,7622
NM,M,2019,7426
NV,F,1961,2581
NV,F,1962,2741
NV,F,1963,3042
NV,F,1964,3262
NV,F,1965,3113
NV,F,1966,2922
NV,F,1967,2676
NV,F,1968,2605
NV,F,1969,2784
NV,F,1970,2957
NV,F,1971,2972
NV,F,1972,2734
NV,F,1973,2510
NV,F,1974,2518
NV,F,1975,2620
NV,F,1976,2847
NV,F,1977,3057
NV,F,1978,3317
NV,F,1979,3724
NV,F,1980,4186
NV,F,1981,4377
NV,F,1982,4775
NV,F,1983,4510
NV,F,1984,4676
NV,F,1985,4802
NV,F,1986,5073
NV,F,1987,5308
NV,F,1988,5657
NV,F,1989,6144
NV,F,1990,6894
NV,F,1991,7117
NV,F,1992,7269
NV,F,1993,7026
NV,F,1994,7771
NV,F,1995,8038
NV,F,1996,8250
NV,F,1997,8545
NV,F,1998,9128
NV,F,1999,9224
NV,F,2000,9502
NV,F,2001,9887
NV,F,2002,10195
NV,F,2003,10336
NV,F,2004,10805
NV,F,2005,11587
NV,F,2006,12504
NV,F,2007,12724
NV,F,2008,12152
NV,F,2009,11449
NV,F,2010,10892
NV,F,2011,10488
NV,F,2012,10303
NV,F,2013,10522
NV,F,2014,10759
NV,F,2015,10928
NV,F,2016,11115
NV,F,2017,10788
NV,F,2018,10546
NV,F,2019,10037
NV,M,1961,3235
NV,M,1962,3371
NV,M,1963,3677
NV,M,1964,3848
NV,M,1965,3658
NV,M,1966,3357
NV,M,1967,3402
NV,M,1968,3365
NV,M,1969,3561
NV,M,1970,3813
NV,M,1971,3745
NV,M,1972,3414
NV,M,1973,3316
NV,M,1974,3367
NV,M,1975,3380
NV,M,1976,3678
NV,M,1977,3809
NV,M,1978,4138
NV,M,1979,4973
NV,M,1980,5289
NV,M,1981,5690
NV,M,1982,5830
NV,M,1983,5791
NV,M,1984,6118
NV,M,1985,6194
NV,M,1986,6387
NV,M,1987,6792
NV,M,1988,7205
NV,M,1989,7988
NV,M,1990,8621
NV,M,1991,9172
NV,M,1992,9042
NV,M,1993,9129
NV,M,1994,9564
NV,M,1995,9917
NV,M,1996,10413
NV,M,1997,10684
NV,M,1998,11303
NV,M,1999,11776
NV,M,2000,12380
NV,M,2001,12375
NV,M,2002,12782
NV,M,2003,13196
NV,M,2004,13825
NV,M,2005,14652
NV,M,2006,15615
NV,M,2007,15995
NV,M,2008,15087
NV,M,2009,14340
NV,M,2010,13659
NV,M,2011,13348
NV,M,2012,13267
NV,M,2013,13235
NV,M,2014,13471
NV,M,2015,13546
NV,M,2016,13399
NV,M,2017,13049
NV,M,2018,13064
NV,M,2019,12696
NY,F,1961,167869
NY,F,1962,163333
NY,F,1963,163215
NY,F,1964,160634
NY,F,1965,153687
NY,F,1966,145770
NY,F,1967,139479
NY,F,1968,136193
NY,F,1969,138951
NY,F,1970,141374
NY,F,1971,125150
NY,F,1972,110793
NY,F,1973,103308
NY,F,1974,103109
NY,F,1975,101762
NY,F,1976,100260
NY,F,1977,101798
NY,F,1978,98301
NY,F,1979,98907
NY,F,1980,99856
NY,F,1981,101318
NY,F,1982,102743
NY,F,1983,102854
NY,F,1984,104341
NY,F,1985,106875
NY,F,1986,108455
NY,F,1987,111845
NY,F,1988,114008
NY,F,1989,118755
NY,F,1990,122016
NY,F,1991,118995
NY,F,1992,116081
NY,F,1993,113062
NY,F,1994,111201
NY,F,1995,107501
NY,F,1996,104315
NY,F,1997,100979
NY,F,1998,100691
NY,F,1999,99779
NY,F,2000,100393
NY,F,2001,97916
NY,F,2002,96840
NY,F,2003,98060
NY,F,2004,96971
NY,F,2005,95033
NY,F,2006,96493
NY,F,2007,97702
NY,F,2008,95488
NY,F,2009,94727
NY,F,2010,92998
NY,F,2011,92711
NY,F,2012,92209
NY,F,2013,91170
NY,F,2014,92372
NY,F,2015,91205
NY,F,2016,89737
NY,F,2017,87851
NY,F,2018,86482
NY,F,2019,84372
NY,M,1961,179398
NY,M,1962,174781
NY,M,1963,174572
NY,M,1964,172176
NY,M,1965,163496
NY,M,1966,157110
NY,M,1967,150556
NY,M,1968,147807
NY,M,1969,151246
NY,M,1970,154700
NY,M,1971,137074
NY,M,1972,121926
NY,M,1973,114363
NY,M,1974,114342
NY,M,1975,112605
NY,M,1976,112268
NY,M,1977,113620
NY,M,1978,110292
NY,M,1979,111024
NY,M,1980,112562
NY,M,1981,113556
NY,M,1982,115965
NY,M,1983,116723
NY,M,1984,116827
NY,M,1985,120999
NY,M,1986,122166
NY,M,1987,125598
NY,M,1988,129619
NY,M,1989,134838
NY,M,1990,138777
NY,M,1991,134377
NY,M,1992,132005
NY,M,1993,128832
NY,M,1994,125788
NY,M,1995,122298
NY,M,1996,118708
NY,M,1997,114859
NY,M,1998,115304
NY,M,1999,113692
NY,M,2000,114511
NY,M,2001,111535
NY,M,2002,110128
NY,M,2003,111612
NY,M,2004,109686
NY,M,2005,108224
NY,M,2006,109479
NY,M,2007,110715
NY,M,2008,109077
NY,M,2009,107661
NY,M,2010,106173
NY,M,2011,104350
NY,M,2012,104223
NY,M,2013,102410
NY,M,2014,102642
NY,M,2015,102749
NY,M,2016,99870
NY,M,2017,97382
NY,M,2018,95489
NY,M,2019,92912
OH,F,1961,104219
OH,F,1962,98464
OH,F,1963,95800
OH,F,1964,93980
OH,F,1965,88054
OH,F,1966,85172
OH,F,1967,82722
OH,F,1968,82594
OH,F,1969,84270
OH,F,1970,89150
OH,F,1971,83666
OH,F,1972,74437
OH,F,1973,70256
OH,F,1974,70114
OH,F,1975,69326
OH,F,1976,67360
OH,F,1977,70126
OH,F,1978,68958
OH,F,1979,72089
OH,F,1980,73311
OH,F,1981,72253
OH,F,1982,71456
OH,F,1983,68849
OH,F,1984,69167
OH,F,1985,69088
OH,F,1986,67937
OH,F,1987,67702
OH,F,1988,68614
OH,F,1989,69847
OH,F,1990,70889
OH,F,1991,70169
OH,F,1992,67929
OH,F,1993,66027
OH,F,1994,64657
OH,F,1995,63462
OH,F,1996,62081
OH,F,1997,61814
OH,F,1998,61574
OH,F,1999,61473
OH,F,2000,61904
OH,F,2001,59498
OH,F,2002,58124
OH,F,2003,58207
OH,F,2004,57434
OH,F,2005,57205
OH,F,2006,57235
OH,F,2007,57283
OH,F,2008,56328
OH,F,2009,54373
OH,F,2010,51675
OH,F,2011,51517
OH,F,2012,51481
OH,F,2013,52455
OH,F,2014,52800
OH,F,2015,52627
OH,F,2016,51895
OH,F,2017,51583
OH,F,2018,50774
OH,F,2019,50075
OH,M,1961,111501
OH,M,1962,105446
OH,M,1963,103273
OH,M,1964,101359
OH,M,1965,94245
OH,M,1966,92710
OH,M,1967,89939
OH,M,1968,90291
OH,M,1969,92270
OH,M,1970,96961
OH,M,1971,92180
OH,M,1972,81374
OH,M,1973,77066
OH,M,1974,77892
OH,M,1975,76592
OH,M,1976,74889
OH,M,1977,77494
OH,M,1978,77067
OH,M,1979,80399
OH,M,1980,81570
OH,M,1981,80652
OH,M,1982,79019
OH,M,1983,76020
OH,M,1984,76523
OH,M,1985,77077
OH,M,1986,75481
OH,M,1987,76263
OH,M,1988,76898
OH,M,1989,78086
OH,M,1990,79788
OH,M,1991,79611
OH,M,1992,76958
OH,M,1993,74772
OH,M,1994,73473
OH,M,1995,71885
OH,M,1996,70305
OH,M,1997,70003
OH,M,1998,69946
OH,M,1999,69346
OH,M,2000,70471
OH,M,2001,68143
OH,M,2002,66906
OH,M,2003,67010
OH,M,2004,66534
OH,M,2005,65453
OH,M,2006,66342
OH,M,2007,65654
OH,M,2008,64351
OH,M,2009,62581
OH,M,2010,60430
OH,M,2011,59568
OH,M,2012,59647
OH,M,2013,59518
OH,M,2014,60157
OH,M,2015,60104
OH,M,2016,59154
OH,M,2017,58093
OH,M,2018,57012
OH,M,2019,56021
OK,F,1961,20841
OK,F,1962,20619
OK,F,1963,20135
OK,F,1964,18912
OK,F,1965,17023
OK,F,1966,15631
OK,F,1967,15587
OK,F,1968,15983
OK,F,1969,16658
OK,F,1970,17614
OK,F,1971,17645
OK,F,1972,16305
OK,F,1973,15382
OK,F,1974,15844
OK,F,1975,15946
OK,F,1976,16041
OK,F,1977,16915
OK,F,1978,17003
OK,F,1979,18518
OK,F,1980,19300
OK,F,1981,20102
OK,F,1982,22570
OK,F,1983,21821
OK,F,1984,20669
OK,F,1985,20121
OK,F,1986,18780
OK,F,1987,17920
OK,F,1988,17400
OK,F,1989,17241
OK,F,1990,17448
OK,F,1991,17059
OK,F,1992,17192
OK,F,1993,16438
OK,F,1994,16187
OK,F,1995,15676
OK,F,1996,15971
OK,F,1997,16808
OK,F,1998,16907
OK,F,1999,16679
OK,F,2000,16776
OK,F,2001,16720
OK,F,2002,16610
OK,F,2003,16631
OK,F,2004,16845
OK,F,2005,16666
OK,F,2006,17488
OK,F,2007,17779
OK,F,2008,17402
OK,F,2009,17162
OK,F,2010,16875
OK,F,2011,16340
OK,F,2012,16434
OK,F,2013,16588
OK,F,2014,16794
OK,F,2015,16782
OK,F,2016,16714
OK,F,2017,15634
OK,F,2018,15514
OK,F,2019,15150
OK,M,1961,23525
OK,M,1962,23554
OK,M,1963,22542
OK,M,1964,21573
OK,M,1965,19296
OK,M,1966,18014
OK,M,1967,17907
OK,M,1968,18311
OK,M,1969,19354
OK,M,1970,20233
OK,M,1971,20235
OK,M,1972,18911
OK,M,1973,18168
OK,M,1974,18613
OK,M,1975,18674
OK,M,1976,19114
OK,M,1977,19863
OK,M,1978,19864
OK,M,1979,21351
OK,M,1980,22968
OK,M,1981,23551
OK,M,1982,25845
OK,M,1983,25042
OK,M,1984,24089
OK,M,1985,23593
OK,M,1986,22484
OK,M,1987,20777
OK,M,1988,20728
OK,M,1989,20549
OK,M,1990,20529
OK,M,1991,20675
OK,M,1992,20330
OK,M,1993,19502
OK,M,1994,19270
OK,M,1995,19433
OK,M,1996,19064
OK,M,1997,20108
OK,M,1998,20656
OK,M,1999,20226
OK,M,2000,20608
OK,M,2001,20305
OK,M,2002,20602
OK,M,2003,20798
OK,M,2004,20670
OK,M,2005,20608
OK,M,2006,21531
OK,M,2007,21762
OK,M,2008,21399
OK,M,2009,21429
OK,M,2010,20558
OK,M,2011,20301
OK,M,2012,20222
OK,M,2013,21080
OK,M,2014,20577
OK,M,2015,20690
OK,M,2016,20180
OK,M,2017,19235
OK,M,2018,18668
OK,M,2019,18137
OR,F,1961,15564
OR,F,1962,15400
OR,F,1963,14366
OR,F,1964,13717
OR,F,1965,13461
OR,F,1966,13259
OR,F,1967,12788
OR,F,1968,13105
OR,F,1969,13787
OR,F,1970,14366
OR,F,1971,13355
OR,F,1972,12636
OR,F,1973,12323
OR,F,1974,13041
OR,F,1975,13072
OR,F,1976,13791
OR,F,1977,14730
OR,F,1978,15447
OR,F,1979,16796
OR,F,1980,17311
OR,F,1981,16970
OR,F,1982,16345
OR,F,1983,15977
OR,F,1984,15656
OR,F,1985,15646
OR,F,1986,15361
OR,F,1987,15315
OR,F,1988,15688
OR,F,1989,16065
OR,F,1990,16782
OR,F,1991,16854
OR,F,1992,16256
OR,F,1993,15965
OR,F,1994,16025
OR,F,1995,16245
OR,F,1996,16652
OR,F,1997,16139
OR,F,1998,16437
OR,F,1999,16310
OR,F,2000,16463
OR,F,2001,15939
OR,F,2002,16026
OR,F,2003,16230
OR,F,2004,15897
OR,F,2005,15890
OR,F,2006,16486
OR,F,2007,16762
OR,F,2008,16583
OR,F,2009,15628
OR,F,2010,15070
OR,F,2011,14831
OR,F,2012,14830
OR,F,2013,15006
OR,F,2014,15457
OR,F,2015,15193
OR,F,2016,15181
OR,F,2017,14477
OR,F,2018,13957
OR,F,2019,13720
OR,M,1961,17572
OR,M,1962,17193
OR,M,1963,16258
OR,M,1964,15534
OR,M,1965,15400
OR,M,1966,14977
OR,M,1967,14789
OR,M,1968,14941
OR,M,1969,15742
OR,M,1970,16603
OR,M,1971,15660
OR,M,1972,14537
OR,M,1973,14329
OR,M,1974,14988
OR,M,1975,15755
OR,M,1976,16213
OR,M,1977,17524
OR,M,1978,18130
OR,M,1979,19395
OR,M,1980,19866
OR,M,1981,20098
OR,M,1982,19135
OR,M,1983,18411
OR,M,1984,18708
OR,M,1985,18204
OR,M,1986,17982
OR,M,1987,17751
OR,M,1988,18350
OR,M,1989,19455
OR,M,1990,20211
OR,M,1991,19682
OR,M,1992,19435
OR,M,1993,19231
OR,M,1994,19140
OR,M,1995,19303
OR,M,1996,19662
OR,M,1997,19346
OR,M,1998,19984
OR,M,1999,19797
OR,M,2000,19776
OR,M,2001,19411
OR,M,2002,19297
OR,M,2003,19624
OR,M,2004,19336
OR,M,2005,19434
OR,M,2006,20348
OR,M,2007,20430
OR,M,2008,20122
OR,M,2009,19310
OR,M,2010,18309
OR,M,2011,18171
OR,M,2012,18058
OR,M,2013,17964
OR,M,2014,18331
OR,M,2015,18113
OR,M,2016,18350
OR,M,2017,17334
OR,M,2018,16572
OR,M,2019,16312
PA,F,1961,110996
PA,F,1962,104360
PA,F,1963,101792
PA,F,1964,100011
PA,F,1965,92986
PA,F,1966,89527
PA,F,1967,85400
PA,F,1968,84215
PA,F,1969,83714
PA,F,1970,85943
PA,F,1971,80340
PA,F,1972,72119
PA,F,1973,67563
PA,F,1974,66836
PA,F,1975,65057
PA,F,1976,64414
PA,F,1977,66402
PA,F,1978,65998
PA,F,1979,68431
PA,F,1980,68963
PA,F,1981,69346
PA,F,1982,69902
PA,F,1983,67955
PA,F,1984,68044
PA,F,1985,69137
PA,F,1986,68728
PA,F,1987,69212
PA,F,1988,69905
PA,F,1989,71828
PA,F,1990,72587
PA,F,1991,71001
PA,F,1992,68452
PA,F,1993,66202
PA,F,1994,64920
PA,F,1995,62337
PA,F,1996,60536
PA,F,1997,58252
PA,F,1998,58284
PA,F,1999,57906
PA,F,2000,58033
PA,F,2001,55957
PA,F,2002,55215
PA,F,2003,56468
PA,F,2004,55372
PA,F,2005,54805
PA,F,2006,55304
PA,F,2007,56103
PA,F,2008,55279
PA,F,2009,54546
PA,F,2010,52858
PA,F,2011,52763
PA,F,2012,52667
PA,F,2013,51996
PA,F,2014,53094
PA,F,2015,52662
PA,F,2016,51698
PA,F,2017,51002
PA,F,2018,50070
PA,F,2019,49555
PA,M,1961,117996
PA,M,1962,110953
PA,M,1963,109100
PA,M,1964,107228
PA,M,1965,100497
PA,M,1966,95536
PA,M,1967,92168
PA,M,1968,90616
PA,M,1969,90613
PA,M,1970,94006
PA,M,1971,88421
PA,M,1972,79220
PA,M,1973,74114
PA,M,1974,73360
PA,M,1975,71757
PA,M,1976,71565
PA,M,1977,74207
PA,M,1978,73405
PA,M,1979,76109
PA,M,1980,76644
PA,M,1981,77442
PA,M,1982,78076
PA,M,1983,76668
PA,M,1984,75781
PA,M,1985,77055
PA,M,1986,77200
PA,M,1987,77578
PA,M,1988,79086
PA,M,1989,81391
PA,M,1990,82236
PA,M,1991,80224
PA,M,1992,77842
PA,M,1993,75732
PA,M,1994,73348
PA,M,1995,70864
PA,M,1996,68321
PA,M,1997,65972
PA,M,1998,66700
PA,M,1999,66031
PA,M,2000,65718
PA,M,2001,64134
PA,M,2002,63349
PA,M,2003,64148
PA,M,2004,63380
PA,M,2005,63738
PA,M,2006,64455
PA,M,2007,64615
PA,M,2008,63816
PA,M,2009,62074
PA,M,2010,60942
PA,M,2011,60795
PA,M,2012,60141
PA,M,2013,59654
PA,M,2014,60667
PA,M,2015,59693
PA,M,2016,59078
PA,M,2017,58029
PA,M,2018,56997
PA,M,2019,55509
RI,F,1961,8234
RI,F,1962,7829
RI,F,1963,7747
RI,F,1964,7586
RI,F,1965,7304
RI,F,1966,6973
RI,F,1967,6700
RI,F,1968,6390
RI,F,1969,6369
RI,F,1970,6405
RI,F,1971,5980
RI,F,1972,5183
RI,F,1973,4679
RI,F,1974,4458
RI,F,1975,3944
RI,F,1976,4074
RI,F,1977,4417
RI,F,1978,4305
RI,F,1979,4471
RI,F,1980,4544
RI,F,1981,4448
RI,F,1982,4708
RI,F,1983,4739
RI,F,1984,4656
RI,F,1985,4811
RI,F,1986,5061
RI,F,1987,5224
RI,F,1988,5193
RI,F,1989,5355
RI,F,1990,5524
RI,F,1991,5263
RI,F,1992,5231
RI,F,1993,4988
RI,F,1994,4753
RI,F,1995,4562
RI,F,1996,4268
RI,F,1997,4182
RI,F,1998,4142
RI,F,1999,4150
RI,F,2000,3799
RI,F,2001,3978
RI,F,2002,3909
RI,F,2003,3899
RI,F,2004,3932
RI,F,2005,3748
RI,F,2006,3545
RI,F,2007,3448
RI,F,2008,3243
RI,F,2009,3062
RI,F,2010,2997
RI,F,2011,2913
RI,F,2012,2968
RI,F,2013,2899
RI,F,2014,2886
RI,F,2015,2934
RI,F,2016,2830
RI,F,2017,2813
RI,F,2018,2767
RI,F,2019,2651
RI,M,1961,8984
RI,M,1962,8702
RI,M,1963,8508
RI,M,1964,8660
RI,M,1965,8320
RI,M,1966,7687
RI,M,1967,7573
RI,M,1968,7115
RI,M,1969,7310
RI,M,1970,7424
RI,M,1971,6732
RI,M,1972,6038
RI,M,1973,5594
RI,M,1974,5075
RI,M,1975,4873
RI,M,1976,4900
RI,M,1977,5265
RI,M,1978,5129
RI,M,1979,5304
RI,M,1980,5514
RI,M,1981,5713
RI,M,1982,5601
RI,M,1983,5704
RI,M,1984,5804
RI,M,1985,5952
RI,M,1986,5973
RI,M,1987,6219
RI,M,1988,6310
RI,M,1989,6553
RI,M,1990,6657
RI,M,1991,6542
RI,M,1992,6406
RI,M,1993,6125
RI,M,1994,5929
RI,M,1995,5605
RI,M,1996,5535
RI,M,1997,5230
RI,M,1998,5389
RI,M,1999,5121
RI,M,2000,5268
RI,M,2001,5056
RI,M,2002,5185
RI,M,2003,5251
RI,M,2004,5037
RI,M,2005,4953
RI,M,2006,4837
RI,M,2007,4774
RI,M,2008,4499
RI,M,2009,4224
RI,M,2010,4033
RI,M,2011,4024
RI,M,2012,3931
RI,M,2013,3876
RI,M,2014,3854
RI,M,2015,3827
RI,M,2016,3897
RI,M,2017,3549
RI,M,2018,3503
RI,M,2019,3320
SC,F,1961,25941
SC,F,1962,25375
SC,F,1963,24712
SC,F,1964,24065
SC,F,1965,22525
SC,F,1966,21228
SC,F,1967,20492
SC,F,1968,20315
SC,F,1969,20181
SC,F,1970,20562
SC,F,1971,20741
SC,F,1972,19202
SC,F,1973,18379
SC,F,1974,17547
SC,F,1975,16576
SC,F,1976,16913
SC,F,1977,17551
SC,F,1978,17052
SC,F,1979,17247
SC,F,1980,17906
SC,F,1981,17943
SC,F,1982,17904
SC,F,1983,17766
SC,F,1984,17637
SC,F,1985,17835
SC,F,1986,17713
SC,F,1987,18167
SC,F,1988,18741
SC,F,1989,19797
SC,F,1990,20032
SC,F,1991,19274
SC,F,1992,18883
SC,F,1993,17584
SC,F,1994,16580
SC,F,1995,16365
SC,F,1996,16249
SC,F,1997,16102
SC,F,1998,16784
SC,F,1999,16966
SC,F,2000,16907
SC,F,2001,16785
SC,F,2002,16500
SC,F,2003,16955
SC,F,2004,17117
SC,F,2005,17439
SC,F,2006,18940
SC,F,2007,18941
SC,F,2008,19183
SC,F,2009,18542
SC,F,2010,17662
SC,F,2011,17442
SC,F,2012,17389
SC,F,2013,17491
SC,F,2014,18227
SC,F,2015,18335
SC,F,2016,17813
SC,F,2017,17693
SC,F,2018,17602
SC,F,2019,17496
SC,M,1961,28360
SC,M,1962,27221
SC,M,1963,26938
SC,M,1964,26559
SC,M,1965,24055
SC,M,1966,23130
SC,M,1967,22643
SC,M,1968,22383
SC,M,1969,22670
SC,M,1970,23357
SC,M,1971,23418
SC,M,1972,21778
SC,M,1973,21330
SC,M,1974,20828
SC,M,1975,19815
SC,M,1976,19947
SC,M,1977,20695
SC,M,1978,20485
SC,M,1979,21074
SC,M,1980,21514
SC,M,1981,21132
SC,M,1982,21048
SC,M,1983,20751
SC,M,1984,20591
SC,M,1985,21369
SC,M,1986,21081
SC,M,1987,21431
SC,M,1988,22473
SC,M,1989,23586
SC,M,1990,24272
SC,M,1991,23253
SC,M,1992,22564
SC,M,1993,21588
SC,M,1994,20656
SC,M,1995,19935
SC,M,1996,19643
SC,M,1997,20174
SC,M,1998,20531
SC,M,1999,20562
SC,M,2000,20893
SC,M,2001,20559
SC,M,2002,20083
SC,M,2003,20567
SC,M,2004,20956
SC,M,2005,21191
SC,M,2006,22650
SC,M,2007,22947
SC,M,2008,22981
SC,M,2009,21679
SC,M,2010,21023
SC,M,2011,21020
SC,M,2012,20871
SC,M,2013,21171
SC,M,2014,21413
SC,M,2015,21457
SC,M,2016,21140
SC,M,2017,20898
SC,M,2018,20773
SC,M,2019,20428
SD,F,1961,7069
SD,F,1962,6700
SD,F,1963,6526
SD,F,1964,6252
SD,F,1965,5141
SD,F,1966,4731
SD,F,1967,4310
SD,F,1968,4063
SD,F,1969,4164
SD,F,1970,4279
SD,F,1971,4180
SD,F,1972,3824
SD,F,1973,3745
SD,F,1974,3943
SD,F,1975,3924
SD,F,1976,4126
SD,F,1977,4296
SD,F,1978,4246
SD,F,1979,4700
SD,F,1980,4676
SD,F,1981,4489
SD,F,1982,4742
SD,F,1983,4414
SD,F,1984,4370
SD,F,1985,4133
SD,F,1986,4058
SD,F,1987,4057
SD,F,1988,3724
SD,F,1989,3671
SD,F,1990,3670
SD,F,1991,3579
SD,F,1992,3671
SD,F,1993,3359
SD,F,1994,3284
SD,F,1995,3274
SD,F,1996,3092
SD,F,1997,3041
SD,F,1998,2907
SD,F,1999,3042
SD,F,2000,2875
SD,F,2001,3042
SD,F,2002,2949
SD,F,2003,3199
SD,F,2004,3039
SD,F,2005,3215
SD,F,2006,3179
SD,F,2007,3251
SD,F,2008,3130
SD,F,2009,3027
SD,F,2010,3019
SD,F,2011,3030
SD,F,2012,2981
SD,F,2013,3142
SD,F,2014,3138
SD,F,2015,3047
SD,F,2016,3087
SD,F,2017,3072
SD,F,2018,3051
SD,F,2019,2872
SD,M,1961,7748
SD,M,1962,7700
SD,M,1963,7375
SD,M,1964,6757
SD,M,1965,6074
SD,M,1966,5334
SD,M,1967,4728
SD,M,1968,4840
SD,M,1969,4840
SD,M,1970,5080
SD,M,1971,4864
SD,M,1972,4448
SD,M,1973,4397
SD,M,1974,4621
SD,M,1975,4728
SD,M,1976,4857
SD,M,1977,5049
SD,M,1978,5241
SD,M,1979,5319
SD,M,1980,5676
SD,M,1981,5425
SD,M,1982,5352
SD,M,1983,5313
SD,M,1984,5246
SD,M,1985,5117
SD,M,1986,4777
SD,M,1987,4737
SD,M,1988,4704
SD,M,1989,4681
SD,M,1990,4572
SD,M,1991,4550
SD,M,1992,4483
SD,M,1993,4394
SD,M,1994,4381
SD,M,1995,4145
SD,M,1996,4165
SD,M,1997,3877
SD,M,1998,3976
SD,M,1999,4059
SD,M,2000,3893
SD,M,2001,3847
SD,M,2002,3952
SD,M,2003,4038
SD,M,2004,4231
SD,M,2005,4173
SD,M,2006,4232
SD,M,2007,4285
SD,M,2008,4165
SD,M,2009,4116
SD,M,2010,3971
SD,M,2011,3973
SD,M,2012,4073
SD,M,2013,4118
SD,M,2014,4198
SD,M,2015,4176
SD,M,2016,4068
SD,M,2017,3919
SD,M,2018,3777
SD,M,2019,3738
TN,F,1961,36194
TN,F,1962,35603
TN,F,1963,34743
TN,F,1964,34838
TN,F,1965,32007
TN,F,1966,30330
TN,F,1967,29917
TN,F,1968,29160
TN,F,1969,30396
TN,F,1970,31495
TN,F,1971,31113
TN,F,1972,28302
TN,F,1973,27440
TN,F,1974,27491
TN,F,1975,26435
TN,F,1976,26173
TN,F,1977,28047
TN,F,1978,27864
TN,F,1979,28488
TN,F,1980,28429
TN,F,1981,27892
TN,F,1982,28058
TN,F,1983,27582
TN,F,1984,27443
TN,F,1985,27772
TN,F,1986,27550
TN,F,1987,28217
TN,F,1988,28930
TN,F,1989,29780
TN,F,1990,30184
TN,F,1991,30413
TN,F,1992,29749
TN,F,1993,29222
TN,F,1994,29214
TN,F,1995,29297
TN,F,1996,29608
TN,F,1997,29400
TN,F,1998,30525
TN,F,1999,30618
TN,F,2000,31152
TN,F,2001,30161
TN,F,2002,30009
TN,F,2003,30393
TN,F,2004,30441
TN,F,2005,31053
TN,F,2006,31746
TN,F,2007,32501
TN,F,2008,32139
TN,F,2009,30471
TN,F,2010,29246
TN,F,2011,29529
TN,F,2012,29791
TN,F,2013,29635
TN,F,2014,31020
TN,F,2015,31026
TN,F,2016,30898
TN,F,2017,30430
TN,F,2018,30978
TN,F,2019,30318
TN,M,1961,39384
TN,M,1962,38732
TN,M,1963,38121
TN,M,1964,38375
TN,M,1965,34988
TN,M,1966,33438
TN,M,1967,32770
TN,M,1968,32600
TN,M,1969,34075
TN,M,1970,35333
TN,M,1971,34584
TN,M,1972,32122
TN,M,1973,31329
TN,M,1974,31231
TN,M,1975,30109
TN,M,1976,29782
TN,M,1977,31916
TN,M,1978,31937
TN,M,1979,32867
TN,M,1980,33537
TN,M,1981,32388
TN,M,1982,32609
TN,M,1983,31844
TN,M,1984,31395
TN,M,1985,32238
TN,M,1986,31312
TN,M,1987,32229
TN,M,1988,33845
TN,M,1989,34637
TN,M,1990,35612
TN,M,1991,35350
TN,M,1992,35163
TN,M,1993,34444
TN,M,1994,34595
TN,M,1995,34522
TN,M,1996,34372
TN,M,1997,34662
TN,M,1998,36029
TN,M,1999,36141
TN,M,2000,36527
TN,M,2001,35746
